Outcome,Star,Avg. Star,Clique,Num 
2,5,7.2,11,42
2,28,6.571428571428571,30,185
2,7,7.571428571428571,25,71
2,24,6.708333333333333,29,165
1,2,7.0,3,15
2,8,6.75,9,55
2,8,4.875,9,40
2,10,6.4,30,84
2,14,7.642857142857143,22,115
2,8,6.0,8,48
1,1,8.0,11,18
2,16,5.875,18,96
2,3,8.333333333333334,3,25
2,6,6.166666666666667,10,41
2,11,7.0,13,79
2,2,7.0,26,38
1,1,9.0,4,12
1,1,7.0,3,9
2,14,5.571428571428571,17,81
2,13,7.615384615384615,21,107
2,4,7.0,10,34
2,19,7.2631578947368425,28,147
2,3,5.333333333333333,8,21
2,10,7.0,18,78
2,7,7.142857142857143,16,59
2,10,6.2,15,67
2,26,6.384615384615385,27,166
2,19,6.894736842105263,25,136
2,21,7.0,27,153
2,4,6.25,19,40
2,14,5.785714285714286,16,83
2,1,5.0,11,15
2,18,6.611111111111111,21,122
2,1,9.0,4,12
2,5,6.2,6,32
2,11,7.7272727272727275,16,90
2,4,4.25,10,23
2,30,6.5,30,194
2,2,7.0,3,15
1,1,8.0,3,10
2,19,6.473684210526316,27,130
2,7,7.0,13,55
2,10,7.4,21,85
2,9,5.555555555555555,10,51
2,3,7.666666666666667,6,26
2,7,7.714285714285714,26,73
2,3,5.666666666666667,16,30
2,10,8.1,10,81
2,8,5.0,20,52
2,15,5.0,19,79
2,5,6.0,19,44
2,11,7.454545454545454,15,86
2,12,6.0,17,77
1,1,7.0,28,34
2,10,6.9,11,70
2,19,7.368421052631579,21,142
2,11,6.545454545454546,14,75
2,15,6.0,28,103
2,5,4.6,7,25
2,20,6.9,26,144
2,5,7.6,5,38
2,11,5.363636363636363,15,63
1,2,5.5,4,13
2,3,8.333333333333334,12,34
2,18,7.666666666666667,27,146
2,16,6.5,22,110
2,2,4.0,30,36
2,4,7.5,5,31
2,8,5.375,8,43
2,12,7.0,21,93
2,24,6.166666666666667,30,154
1,1,4.0,11,14
1,1,4.0,8,11
2,25,6.52,28,165
2,2,7.0,3,15
2,4,4.25,9,22
2,10,6.1,10,61
1,1,8.0,23,30
2,11,7.2727272727272725,28,97
2,22,5.909090909090909,29,137
2,23,6.739130434782608,24,155
2,5,7.0,22,52
2,4,8.25,8,37
2,8,5.0,12,44
2,6,6.5,9,42
2,4,4.75,24,39
2,9,5.222222222222222,25,63
1,1,4.0,9,12
2,5,7.0,13,43
1,1,7.0,6,12
2,1,5.0,14,18
2,16,6.875,27,120
2,6,6.666666666666667,14,48
2,4,7.0,9,33
2,10,6.4,18,72
2,13,5.615384615384615,13,73
2,17,5.9411764705882355,18,102
2,11,5.545454545454546,30,80
2,11,6.636363636363637,22,84
2,4,7.25,6,31
1,1,8.0,13,20
2,27,6.407407407407407,27,172
2,15,6.866666666666666,15,103
2,3,6.0,3,18
1,1,6.0,15,20
2,2,5.5,8,17
2,14,6.642857142857143,14,93
2,1,9.0,26,34
2,5,5.0,14,34
1,1,3.0,12,14
2,2,7.5,6,19
1,1,5.0,9,13
2,3,7.0,25,43
2,16,6.125,16,98
2,13,6.0,18,83
2,4,8.25,25,54
2,12,6.083333333333333,27,88
2,4,8.75,7,38
2,8,7.5,8,60
2,6,5.666666666666667,7,35
2,6,7.833333333333333,24,65
2,10,6.3,13,66
2,14,6.714285714285714,15,95
2,4,6.25,12,33
2,4,6.5,7,29
2,20,5.95,26,124
2,4,5.75,23,42
2,21,6.142857142857143,30,138
2,7,8.0,27,76
2,9,5.333333333333333,23,62
2,7,8.0,12,61
2,7,4.857142857142857,21,48
2,7,7.0,13,55
2,5,8.6,22,60
2,7,7.285714285714286,8,52
2,3,7.333333333333333,27,46
2,14,7.357142857142857,29,118
2,18,7.722222222222222,19,140
2,6,6.333333333333333,30,62
2,16,6.5625,21,110
2,3,3.6666666666666665,4,12
2,3,5.333333333333333,5,18
2,2,3.5,20,25
2,6,5.833333333333333,10,39
2,12,6.25,26,89
2,8,6.375,10,53
2,4,5.75,22,41
2,11,6.2727272727272725,25,83
2,3,7.666666666666667,24,44
1,1,5.0,11,15
2,16,7.125,27,125
2,7,7.142857142857143,26,69
2,6,5.833333333333333,16,45
1,1,7.0,6,12
2,5,4.4,13,30
2,16,6.4375,19,106
2,10,6.0,20,70
2,10,5.9,25,74
2,19,5.526315789473684,21,107
2,11,5.818181818181818,27,80
2,17,6.9411764705882355,28,129
2,4,7.0,17,41
1,1,5.0,6,10
2,1,8.0,4,11
2,6,5.833333333333333,7,36
2,5,6.2,12,38
2,8,7.25,29,79
2,3,4.666666666666667,7,18
2,24,6.625,28,163
2,12,6.25,27,90
2,27,6.62962962962963,27,178
2,6,6.333333333333333,22,54
2,9,7.222222222222222,24,80
2,11,7.181818181818182,19,87
2,23,6.434782608695652,23,148
2,21,6.714285714285714,23,142
2,4,7.75,10,37
2,2,5.0,9,17
2,8,8.25,14,72
2,7,6.0,10,45
2,9,5.888888888888889,15,59
2,6,4.666666666666667,10,32
2,6,6.333333333333333,12,44
2,4,6.0,5,25
2,3,4.333333333333333,16,26
1,1,4.0,6,9
2,7,6.571428571428571,12,51
2,2,8.5,7,22
2,5,7.0,16,46
1,1,9.0,8,16
2,12,7.916666666666667,27,110
2,3,7.666666666666667,25,45
2,12,7.0,21,93
2,2,5.5,12,21
2,6,8.0,6,48
2,14,5.642857142857143,28,92
2,3,6.333333333333333,21,37
2,13,6.0,20,85
2,11,6.2727272727272725,19,77
2,4,6.25,10,31
2,11,5.454545454545454,13,62
2,18,6.055555555555555,22,113
2,5,6.4,13,40
2,23,6.695652173913044,23,153
2,29,6.758620689655173,30,197
2,3,4.333333333333333,17,27
2,16,6.3125,19,104
2,12,7.333333333333333,16,92
2,14,7.142857142857143,17,103
2,3,6.0,4,19
2,2,6.5,8,19
2,22,6.454545454545454,30,149
2,8,6.0,16,56
2,4,5.75,14,33
2,11,5.090909090909091,14,59
1,1,8.0,4,11
2,4,7.75,23,50
2,21,6.238095238095238,28,137
2,3,4.0,18,27
2,4,7.5,5,31
2,22,6.454545454545454,23,143
2,5,7.0,6,36
2,11,6.909090909090909,11,76
2,5,8.0,8,43
2,6,4.833333333333333,7,30
2,4,6.5,9,31
2,2,3.5,3,8
2,7,6.142857142857143,21,57
2,1,9.0,22,30
2,20,5.9,29,127
2,9,7.222222222222222,11,67
2,7,6.0,11,46
2,10,6.4,28,82
2,18,6.666666666666667,21,123
2,2,6.0,7,17
2,3,6.666666666666667,13,30
2,12,5.333333333333333,23,75
2,14,6.857142857142857,23,105
1,1,9.0,6,14
2,13,7.3076923076923075,19,101
2,18,6.444444444444445,19,117
2,3,4.333333333333333,20,30
2,4,6.25,25,46
2,12,5.833333333333333,30,88
2,23,6.260869565217392,25,146
2,1,4.0,14,17
2,19,6.578947368421052,21,126
2,22,6.454545454545454,24,144
2,12,7.25,19,94
2,11,5.909090909090909,14,68
2,21,5.857142857142857,25,127
2,6,7.5,6,45
2,5,6.0,22,47
2,10,6.0,17,67
2,14,6.714285714285714,23,103
2,7,6.571428571428571,28,67
2,3,7.0,4,22
2,3,7.0,4,22
2,15,6.066666666666666,26,102
2,3,7.666666666666667,6,26
2,9,6.333333333333333,19,67
2,5,8.6,15,53
2,6,6.166666666666667,13,44
2,16,5.5625,30,102
2,3,4.333333333333333,5,15
2,2,6.0,3,13
2,3,6.0,5,20
2,6,7.833333333333333,10,51
2,17,6.176470588235294,29,117
2,16,6.625,22,111
2,6,7.333333333333333,26,64
2,4,6.5,15,37
2,14,6.214285714285714,27,100
2,2,8.0,5,19
2,15,7.133333333333334,17,109
2,4,8.0,11,39
2,2,7.0,6,18
2,7,7.428571428571429,15,60
2,4,7.25,22,47
2,23,5.956521739130435,24,138
1,1,4.0,6,9
2,4,6.75,27,50
2,2,7.0,18,30
2,20,6.85,27,144
2,7,6.571428571428571,10,49
1,1,10.0,5,14
2,10,6.4,11,65
2,7,6.0,20,55
2,7,5.857142857142857,11,45
2,10,8.0,11,81
2,3,5.333333333333333,29,42
2,6,7.0,27,63
2,6,6.333333333333333,21,53
2,15,6.4,29,110
2,3,6.666666666666667,3,20
2,19,6.2631578947368425,24,124
2,3,5.0,4,16
2,8,5.875,11,50
2,7,7.142857142857143,10,53
2,21,6.0,21,126
2,8,7.5,28,80
2,1,10.0,10,19
2,15,6.666666666666667,20,105
2,7,7.0,7,49
2,6,7.333333333333333,21,59
2,12,6.916666666666667,27,98
2,5,7.0,9,39
2,8,7.125,20,69
2,8,7.0,27,75
2,4,8.75,23,54
2,2,6.5,9,20
2,15,6.2,30,108
2,2,9.0,8,24
2,25,6.16,26,154
2,3,6.0,10,25
2,9,7.555555555555555,29,88
2,19,7.2631578947368425,22,141
2,4,7.25,16,41
2,2,7.5,4,17
2,11,6.545454545454546,18,79
2,23,6.217391304347826,23,143
2,5,7.6,10,43
2,14,6.642857142857143,17,96
2,1,10.0,28,37
2,4,5.75,18,37
2,6,6.666666666666667,19,53
2,24,6.708333333333333,26,163
2,7,6.428571428571429,15,53
2,17,6.411764705882353,23,115
2,12,5.0,23,71
2,4,5.5,9,27
2,1,4.0,4,7
2,3,9.0,7,31
2,5,7.2,16,47
2,10,6.0,10,60
2,5,6.2,21,47
2,12,6.166666666666667,22,84
2,5,7.0,22,52
2,5,6.2,8,34
2,16,5.9375,22,101
2,10,7.4,15,79
2,3,8.0,7,28
2,3,4.666666666666667,24,35
2,13,6.461538461538462,13,84
2,1,8.0,3,10
2,7,7.142857142857143,29,72
1,1,9.0,3,11
2,16,5.8125,26,103
2,4,8.25,4,33
2,6,6.166666666666667,28,59
1,1,7.0,4,10
2,5,5.4,23,45
2,9,7.333333333333333,9,66
2,25,5.96,27,150
2,10,5.7,12,59
2,3,5.666666666666667,9,23
2,6,7.5,7,46
2,21,6.904761904761905,30,153
2,9,6.222222222222222,12,59
2,10,6.8,11,69
2,19,6.894736842105263,20,132
2,8,5.75,14,52
2,10,6.8,22,80
2,16,6.0625,28,109
1,1,3.0,15,17
1,1,7.0,12,18
2,2,7.5,20,33
2,24,6.333333333333333,26,154
2,10,7.3,23,86
2,4,7.0,4,28
2,23,6.521739130434782,25,152
2,12,7.25,20,95
2,4,5.75,23,42
2,14,6.357142857142857,30,105
2,3,7.0,3,21
2,5,6.2,15,41
2,8,6.875,26,73
2,22,6.7727272727272725,22,149
2,6,6.666666666666667,19,53
1,1,4.0,17,20
2,9,8.0,12,75
2,15,8.333333333333334,23,133
2,2,5.0,9,17
2,10,5.1,23,64
1,1,3.0,5,7
2,2,4.0,15,21
2,3,8.0,5,26
2,5,6.8,29,58
2,11,7.363636363636363,24,94
2,2,7.0,14,26
2,2,4.0,8,14
2,7,4.428571428571429,21,45
2,27,6.777777777777778,27,183
2,7,7.0,10,52
2,16,6.8125,27,120
2,3,9.0,4,28
2,13,6.3076923076923075,23,91
2,6,5.666666666666667,13,41
1,2,5.0,13,21
2,16,6.0625,20,101
2,18,6.166666666666667,18,111
2,5,5.2,10,31
2,16,5.8125,21,98
2,2,5.0,17,25
1,1,9.0,3,11
2,8,6.125,15,56
2,16,6.625,17,107
2,3,5.666666666666667,28,42
2,2,7.5,4,17
2,12,7.166666666666667,20,94
2,10,6.5,26,81
2,20,5.95,21,119
2,4,5.25,16,33
2,18,7.222222222222222,22,134
2,10,6.9,29,88
2,12,7.333333333333333,25,100
1,1,6.0,23,28
2,6,6.166666666666667,21,52
2,2,5.5,6,15
1,1,3.0,6,8
2,3,8.666666666666666,11,34
2,5,6.8,8,37
2,5,8.2,30,66
2,12,6.416666666666667,13,78
2,21,6.9523809523809526,26,151
2,20,6.0,24,124
2,11,6.545454545454546,13,74
2,17,7.411764705882353,17,126
2,9,6.222222222222222,18,65
2,23,6.3478260869565215,23,146
2,4,6.25,14,35
2,19,6.526315789473684,21,126
2,23,6.956521739130435,27,164
2,2,4.0,11,17
2,4,6.75,4,27
2,8,5.875,17,56
2,29,6.551724137931035,30,190
2,3,9.333333333333334,21,46
1,1,4.0,12,15
2,9,8.333333333333334,12,78
2,17,5.235294117647059,28,100
2,5,6.6,12,40
2,21,6.761904761904762,24,144
2,11,6.7272727272727275,22,84
2,5,5.4,5,27
2,21,6.380952380952381,21,134
2,9,6.555555555555555,15,65
1,1,4.0,8,11
2,5,6.4,5,32
2,17,7.0,20,122
1,3,4.666666666666667,3,14
2,6,7.166666666666667,26,63
2,19,6.578947368421052,24,130
2,11,7.2727272727272725,13,82
2,2,6.0,9,19
2,15,6.866666666666666,30,118
2,13,5.461538461538462,18,76
2,2,9.0,5,21
2,7,7.857142857142857,14,62
2,4,6.0,30,50
2,8,5.125,28,61
2,9,7.333333333333333,10,67
2,3,6.333333333333333,15,31
2,6,5.666666666666667,19,47
2,21,6.666666666666667,23,141
2,1,10.0,4,13
2,6,5.5,28,55
1,3,8.0,4,25
2,12,8.333333333333334,13,101
2,3,6.0,6,21
2,2,4.5,3,10
2,21,6.428571428571429,25,139
2,5,7.2,8,39
2,2,4.0,13,19
2,8,6.75,14,60
2,5,5.4,7,29
2,6,7.166666666666667,6,43
1,1,4.0,10,13
2,1,9.0,3,11
2,13,7.461538461538462,22,106
2,2,6.0,7,17
2,1,10.0,5,14
2,11,7.2727272727272725,16,85
1,2,6.0,7,17
2,27,5.888888888888889,30,162
2,3,5.333333333333333,9,22
2,19,5.368421052631579,19,102
2,6,6.0,6,36
2,15,7.2,25,118
2,8,6.625,11,56
2,4,3.25,4,13
2,19,5.631578947368421,24,112
2,17,6.529411764705882,18,112
1,1,4.0,5,8
2,22,7.045454545454546,24,157
2,7,4.571428571428571,13,38
2,7,5.714285714285714,20,53
1,1,5.0,3,7
2,2,6.5,9,20
2,10,5.9,19,68
2,3,8.333333333333334,21,43
2,5,7.4,13,45
2,4,7.5,4,30
2,4,6.5,4,26
2,7,6.571428571428571,9,48
2,13,6.615384615384615,15,88
2,5,4.8,19,38
2,16,7.4375,18,121
2,1,5.0,8,12
2,5,8.0,27,62
2,9,6.777777777777778,12,64
2,4,6.25,4,25
2,3,5.333333333333333,16,29
2,2,7.0,17,29
2,19,5.7368421052631575,21,111
2,11,6.454545454545454,15,75
2,21,6.714285714285714,22,142
2,7,6.142857142857143,13,49
2,3,6.0,19,34
1,1,10.0,6,15
2,4,6.75,10,33
2,17,6.9411764705882355,20,121
1,1,3.0,4,6
2,12,5.583333333333333,19,74
2,19,6.947368421052632,25,138
2,26,6.576923076923077,26,171
2,13,6.538461538461538,24,96
2,2,7.5,16,29
2,1,10.0,13,22
2,4,6.0,6,26
1,2,8.0,10,24
2,22,6.090909090909091,25,137
2,5,6.2,9,35
2,2,5.5,4,13
2,19,6.578947368421052,19,125
2,8,5.125,25,58
2,14,6.071428571428571,21,92
2,2,6.5,7,18
1,1,7.0,9,15
2,5,4.6,10,28
2,6,6.5,23,56
2,4,5.75,13,32
2,17,6.823529411764706,18,117
2,3,8.666666666666666,16,39
2,3,5.0,13,25
2,15,6.466666666666667,27,109
2,4,6.75,18,41
2,5,6.6,11,39
2,9,7.333333333333333,13,70
2,15,7.066666666666666,26,117
2,4,5.75,30,49
2,7,5.857142857142857,20,54
2,20,5.3,28,114
2,15,7.8,18,120
2,2,6.0,15,25
2,9,6.555555555555555,13,63
2,10,6.9,22,81
2,5,6.8,7,36
1,2,8.5,7,22
1,1,10.0,3,12
2,6,6.666666666666667,17,51
2,7,6.285714285714286,12,49
2,2,6.0,4,14
2,4,5.0,6,22
2,10,6.3,12,65
2,25,7.12,25,177
2,4,5.75,4,23
2,8,6.75,27,72
2,21,6.428571428571429,29,143
2,13,7.230769230769231,15,96
2,3,5.666666666666667,10,24
1,1,3.0,4,6
2,16,6.375,18,104
2,28,5.5,28,154
2,24,6.916666666666667,25,167
2,16,6.6875,25,116
2,23,6.695652173913044,27,157
2,2,6.0,4,14
2,8,6.375,24,67
2,22,6.0,25,135
2,10,5.4,26,70
1,1,5.0,4,8
2,9,6.111111111111111,21,67
2,1,7.0,3,9
2,8,4.875,14,45
2,1,5.0,15,19
2,13,6.538461538461538,21,93
2,3,6.333333333333333,21,37
2,6,5.333333333333333,8,34
2,21,6.285714285714286,27,138
2,4,7.75,4,31
2,2,8.0,6,20
2,12,5.833333333333333,26,84
1,1,4.0,24,27
2,8,6.875,12,59
2,2,7.0,9,21
2,17,7.294117647058823,23,129
2,3,6.333333333333333,4,20
2,16,5.5625,21,94
2,8,5.875,15,54
2,15,6.333333333333333,15,95
2,18,7.166666666666667,28,139
2,2,9.0,15,31
2,3,7.0,15,33
2,21,6.809523809523809,27,149
2,18,7.388888888888889,26,141
2,17,7.117647058823529,19,123
2,2,7.0,21,33
2,20,6.4,20,128
2,8,5.625,14,51
2,11,6.0,28,83
2,12,7.666666666666667,13,93
2,14,5.928571428571429,14,83
2,9,5.555555555555555,28,69
2,15,7.733333333333333,16,117
2,8,5.625,14,51
2,16,6.25,27,111
2,2,7.0,3,15
2,15,5.333333333333333,21,86
2,3,5.333333333333333,3,16
2,10,6.4,24,78
2,9,6.111111111111111,19,65
2,11,6.2727272727272725,16,74
2,2,4.0,6,12
2,5,8.8,5,44
2,3,3.0,5,11
2,15,5.466666666666667,15,82
2,4,7.75,22,49
2,4,7.5,16,42
2,16,6.1875,16,99
2,16,5.5625,22,95
2,4,5.0,21,37
2,7,6.857142857142857,17,58
2,13,6.153846153846154,15,82
2,15,6.333333333333333,30,110
2,5,7.8,16,50
2,7,8.285714285714286,24,75
2,11,7.090909090909091,12,79
2,2,7.5,3,16
2,10,7.2,11,73
2,4,5.75,30,49
2,2,5.5,3,12
1,1,3.0,24,26
2,2,6.0,15,25
2,2,4.5,5,12
2,6,7.333333333333333,28,66
2,7,6.0,11,46
2,18,4.666666666666667,23,89
2,4,5.5,6,24
2,7,8.142857142857142,16,66
2,3,5.666666666666667,17,31
2,9,7.222222222222222,14,70
2,13,6.230769230769231,30,98
2,11,6.181818181818182,13,70
2,17,6.411764705882353,20,112
2,2,5.5,8,17
2,28,6.428571428571429,29,180
2,9,7.222222222222222,15,71
1,3,7.0,3,21
2,10,5.1,12,53
2,4,6.75,7,30
2,5,6.0,10,35
2,2,7.5,21,34
2,3,6.666666666666667,15,32
2,4,7.0,5,29
2,5,8.4,29,66
2,10,6.9,15,74
2,2,9.5,6,23
2,1,6.0,9,14
2,8,6.625,22,67
2,12,6.5,19,85
2,7,6.285714285714286,16,53
2,1,9.0,25,33
2,15,6.4,21,102
2,20,6.55,29,138
2,7,4.571428571428571,7,32
2,3,6.333333333333333,7,23
2,12,6.75,18,87
2,3,4.333333333333333,8,18
2,10,5.9,26,75
2,2,5.0,23,31
2,8,7.0,14,62
2,3,5.333333333333333,3,16
2,4,7.0,8,32
2,15,7.6,17,116
2,6,3.8333333333333335,15,32
2,3,5.333333333333333,13,26
2,20,6.45,20,129
2,15,6.333333333333333,22,102
2,2,8.0,12,26
2,15,6.8,25,112
2,4,6.5,4,26
2,5,6.6,21,49
2,5,7.6,5,38
2,9,6.444444444444445,15,64
2,14,5.928571428571429,29,98
2,5,6.2,14,40
2,17,6.235294117647059,23,112
2,28,7.035714285714286,29,198
2,2,3.5,12,17
2,11,5.636363636363637,19,70
2,7,7.142857142857143,20,63
2,5,5.6,10,33
2,9,6.111111111111111,11,57
2,12,8.083333333333334,13,98
2,9,6.555555555555555,12,62
2,22,6.590909090909091,23,146
2,11,5.818181818181818,14,67
2,9,6.444444444444445,16,65
2,2,3.0,3,7
2,15,6.333333333333333,15,95
2,8,6.25,27,69
2,22,7.090909090909091,28,162
2,6,7.0,6,42
2,9,7.444444444444445,11,69
2,7,4.285714285714286,15,38
1,2,4.5,14,21
2,4,6.75,5,28
2,7,7.285714285714286,9,53
2,10,6.5,10,65
2,11,5.909090909090909,18,72
2,7,6.0,17,52
2,1,3.0,28,30
2,9,6.777777777777778,15,67
2,6,5.333333333333333,15,41
2,6,4.833333333333333,19,42
2,2,6.0,4,14
2,20,6.8,23,139
2,3,8.0,28,49
2,9,6.666666666666667,11,62
2,9,8.11111111111111,27,91
2,8,8.125,11,68
2,24,6.208333333333333,28,152
2,14,7.071428571428571,15,100
2,2,4.5,8,15
2,5,8.2,28,64
2,2,5.0,13,21
2,3,6.666666666666667,14,31
2,5,6.0,9,34
2,3,7.333333333333333,23,42
2,9,5.555555555555555,13,54
2,8,6.375,11,54
2,8,6.875,11,58
2,2,5.0,25,33
2,2,6.0,5,15
2,11,6.363636363636363,18,77
2,17,6.411764705882353,28,120
2,3,8.333333333333334,13,35
2,12,7.25,15,90
2,7,4.857142857142857,8,35
2,8,7.875,14,69
2,3,6.666666666666667,16,33
2,8,8.0,13,69
2,10,6.2,10,62
2,9,6.666666666666667,14,65
2,6,5.833333333333333,24,53
2,15,6.666666666666667,25,109
2,2,6.0,10,20
2,1,9.0,26,34
2,20,6.3,27,132
2,2,6.0,3,13
2,17,6.588235294117647,27,122
2,2,7.5,10,23
2,14,6.928571428571429,21,104
2,14,7.071428571428571,30,115
2,4,4.75,5,20
2,9,6.333333333333333,28,76
2,18,7.055555555555555,20,129
2,21,6.476190476190476,22,136
2,14,7.357142857142857,24,113
2,14,6.5,15,92
1,1,8.0,17,24
2,12,4.833333333333333,26,72
2,13,7.384615384615385,26,109
2,22,7.7727272727272725,28,177
2,2,8.5,3,18
2,11,6.363636363636363,26,85
2,11,4.545454545454546,23,62
2,4,7.25,13,38
2,5,5.8,16,40
2,21,7.428571428571429,24,159
2,13,6.769230769230769,30,105
2,5,5.6,5,28
2,13,6.230769230769231,28,96
2,11,6.818181818181818,13,77
2,17,6.470588235294118,19,112
2,2,7.0,22,34
2,9,7.777777777777778,9,70
2,16,6.3125,28,113
2,6,5.5,18,45
2,4,6.5,21,43
2,4,5.0,18,34
2,9,6.444444444444445,12,61
2,3,7.0,6,24
2,1,7.0,11,17
2,7,7.0,17,59
2,6,6.333333333333333,25,57
2,7,6.714285714285714,7,47
2,8,7.0,11,59
2,8,7.0,23,71
2,12,5.083333333333333,13,62
2,22,6.681818181818182,24,149
2,13,6.384615384615385,19,89
2,14,7.214285714285714,27,113
1,1,8.0,6,13
2,3,7.666666666666667,13,33
2,4,6.5,7,29
2,5,7.2,27,58
1,1,6.0,3,8
2,13,7.461538461538462,14,98
2,3,7.333333333333333,3,22
2,22,5.818181818181818,22,128
1,1,10.0,3,12
2,10,6.8,15,73
2,20,6.1,20,122
2,1,5.0,16,20
2,18,6.277777777777778,30,125
2,2,5.0,13,21
2,4,5.25,9,26
2,20,6.95,24,143
2,19,6.0,30,125
2,4,6.0,24,44
2,6,5.166666666666667,20,45
2,5,6.4,17,44
2,13,7.3076923076923075,17,99
1,1,10.0,28,37
2,24,7.25,28,177
2,16,6.1875,17,100
2,2,5.0,7,15
2,6,6.333333333333333,24,56
2,5,5.6,16,39
2,4,8.75,6,37
2,8,6.125,13,54
2,18,7.444444444444445,29,144
2,5,7.0,7,37
2,8,6.75,16,62
2,12,5.916666666666667,13,72
2,9,6.333333333333333,17,65
2,19,6.842105263157895,27,138
2,18,6.055555555555555,21,112
2,5,6.2,15,41
1,1,10.0,10,19
2,5,6.2,28,54
2,10,6.0,27,77
2,3,4.666666666666667,28,39
2,9,5.555555555555555,22,63
2,22,6.545454545454546,26,148
1,1,6.0,10,15
2,11,6.0,15,70
2,5,7.2,7,38
2,9,6.444444444444445,14,63
2,6,5.5,13,40
2,3,8.0,3,24
2,4,6.0,7,27
2,6,6.333333333333333,6,38
2,20,7.1,24,146
2,20,6.55,22,133
1,2,7.5,6,19
2,3,7.666666666666667,5,25
1,1,9.0,3,11
2,8,6.625,25,70
2,11,5.454545454545454,17,66
2,2,3.5,5,10
2,9,8.0,24,87
2,4,5.75,6,25
2,8,7.75,12,66
1,2,8.0,4,18
2,6,4.833333333333333,15,38
2,12,6.916666666666667,16,87
2,9,6.0,21,66
2,9,6.555555555555555,11,61
2,19,6.7368421052631575,23,132
2,20,6.4,20,128
2,6,6.5,9,42
2,14,7.071428571428571,21,106
2,8,6.375,28,71
2,12,6.916666666666667,23,94
2,6,7.0,6,42
2,4,5.75,14,33
1,2,6.5,17,28
2,5,5.2,6,27
2,10,6.2,10,62
2,15,6.266666666666667,28,107
2,12,6.333333333333333,25,89
2,8,7.875,29,84
2,8,7.375,9,60
2,20,7.0,28,146
2,3,5.333333333333333,21,34
2,5,7.6,28,61
2,14,5.571428571428571,25,89
1,1,9.0,6,14
2,1,10.0,6,15
2,2,6.5,24,35
2,3,6.0,3,18
2,22,6.636363636363637,25,148
2,9,6.222222222222222,15,62
2,5,6.0,10,35
2,4,5.25,5,22
2,6,8.833333333333334,7,54
2,7,6.285714285714286,23,60
2,8,6.125,14,55
2,19,6.315789473684211,23,124
2,1,7.0,18,24
2,2,5.0,26,34
2,2,6.5,26,37
2,9,6.777777777777778,10,62
2,4,8.75,6,37
1,1,10.0,6,15
2,1,9.0,14,22
1,1,6.0,6,11
2,13,6.923076923076923,25,102
2,10,6.9,21,80
2,10,6.4,28,81
2,18,6.611111111111111,18,119
2,3,7.0,7,25
2,13,5.461538461538462,18,76
2,3,7.0,29,47
2,2,7.0,7,19
2,11,6.909090909090909,24,89
2,18,6.666666666666667,25,126
2,13,6.3076923076923075,18,87
2,11,6.545454545454546,22,83
2,12,6.666666666666667,17,85
2,13,5.846153846153846,26,89
2,15,7.6,17,116
2,4,6.5,6,28
2,8,6.625,15,60
2,19,5.7894736842105265,23,113
2,9,6.222222222222222,17,64
2,2,8.5,3,18
2,3,7.333333333333333,12,31
2,12,6.333333333333333,28,92
2,7,6.571428571428571,12,51
2,1,3.0,14,16
2,14,7.785714285714286,27,122
2,18,6.777777777777778,29,132
2,19,7.052631578947368,22,137
2,13,6.538461538461538,14,86
2,11,6.7272727272727275,11,74
2,4,8.25,26,55
2,3,6.666666666666667,25,42
2,3,7.0,5,23
2,1,8.0,8,15
2,2,7.5,30,43
2,6,6.5,7,40
2,11,6.363636363636363,18,77
2,23,6.130434782608695,29,146
2,5,7.0,5,35
2,1,8.0,18,25
2,2,8.0,18,32
2,5,7.4,22,54
2,1,10.0,17,26
2,4,7.0,24,48
2,2,5.5,17,26
2,6,6.666666666666667,9,43
2,9,6.444444444444445,16,65
2,8,7.25,22,72
2,9,6.666666666666667,11,62
2,10,6.4,23,77
2,22,6.181818181818182,22,136
2,8,6.25,24,66
1,1,9.0,13,21
2,5,5.8,5,29
2,5,6.8,5,34
2,26,7.461538461538462,27,194
2,9,5.777777777777778,20,63
2,7,5.857142857142857,12,46
2,14,6.5,23,100
2,6,6.333333333333333,24,56
2,5,6.0,7,32
2,4,7.75,7,34
2,5,7.2,23,54
2,2,5.0,11,19
2,4,4.75,20,35
1,1,10.0,4,13
2,7,6.142857142857143,28,64
2,5,7.2,14,45
2,18,6.222222222222222,19,113
2,4,7.75,14,41
2,4,5.5,7,25
2,27,6.555555555555555,27,176
2,11,6.0,13,68
2,14,6.357142857142857,15,90
2,23,6.434782608695652,28,153
2,3,7.333333333333333,3,22
2,26,6.961538461538462,29,182
2,19,6.631578947368421,27,134
2,7,6.142857142857143,10,46
2,8,6.375,8,51
2,3,6.333333333333333,6,22
2,21,6.619047619047619,26,142
1,1,9.0,4,12
2,8,6.625,15,60
2,13,6.923076923076923,13,90
1,1,10.0,30,39
2,7,7.285714285714286,8,52
2,11,7.454545454545454,16,87
2,17,6.235294117647059,20,109
2,16,5.875,18,96
2,5,5.0,6,26
2,18,6.111111111111111,24,116
2,6,6.666666666666667,26,60
2,7,7.571428571428571,23,69
2,8,6.75,19,65
2,19,6.2631578947368425,26,125
2,5,5.8,9,33
1,1,7.0,11,17
2,7,6.142857142857143,10,46
2,12,6.166666666666667,12,74
2,12,5.666666666666667,25,81
2,8,8.375,11,70
1,1,7.0,8,14
2,2,6.5,23,34
2,8,7.25,21,71
2,14,6.785714285714286,26,107
